Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Strain,TISSUE
SRR6637559,E12.5,RNA-Seq,100,241429900,PRJNA432054,SAMN08431366,169385418,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625246,GSM2968804,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968804,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637560,E12.5,RNA-Seq,100,178951900,PRJNA432054,SAMN08431365,123624697,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625247,GSM2968805,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968805,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637561,E12.5,RNA-Seq,100,147579300,PRJNA432054,SAMN08431364,103292788,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625248,GSM2968806,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968806,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637562,E12.5,RNA-Seq,100,175843300,PRJNA432054,SAMN08431261,121497033,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625249,GSM2968807,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968807,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637563,E12.5,RNA-Seq,100,67641200,PRJNA432054,SAMN08431260,47616468,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625250,GSM2968808,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968808,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637564,E12.5,RNA-Seq,100,117486200,PRJNA432054,SAMN08431259,81479002,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625251,GSM2968809,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968809,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637565,E12.5,RNA-Seq,100,52432900,PRJNA432054,SAMN08431258,36948335,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625252,GSM2968810,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968810,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637566,E12.5,RNA-Seq,100,30372600,PRJNA432054,SAMN08431257,21589917,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625253,GSM2968811,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968811,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637567,E12.5,RNA-Seq,100,58020600,PRJNA432054,SAMN08431256,40455275,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625254,GSM2968812,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968812,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637568,E12.5,RNA-Seq,100,272500900,PRJNA432054,SAMN08431255,189499874,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625255,GSM2968813,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968813,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637569,E12.5,RNA-Seq,100,74059600,PRJNA432054,SAMN08431352,53951947,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625256,GSM2968814,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968814,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637570,E12.5,RNA-Seq,100,178719300,PRJNA432054,SAMN08431351,123028664,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625257,GSM2968815,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968815,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637571,E12.5,RNA-Seq,100,143350900,PRJNA432054,SAMN08431350,100305193,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625258,GSM2968816,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968816,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637572,E12.5,RNA-Seq,100,38659500,PRJNA432054,SAMN08431349,27292442,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625259,GSM2968817,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968817,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637573,E12.5,RNA-Seq,100,66062300,PRJNA432054,SAMN08431348,46690779,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625260,GSM2968818,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968818,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637574,E12.5,RNA-Seq,100,59351700,PRJNA432054,SAMN08431347,42075967,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625261,GSM2968819,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968819,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637575,E12.5,RNA-Seq,100,231550500,PRJNA432054,SAMN08431346,163233271,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625262,GSM2968820,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968820,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637576,E12.5,RNA-Seq,100,220508100,PRJNA432054,SAMN08431345,161085425,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625263,GSM2968821,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968821,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637577,E12.5,RNA-Seq,100,277903300,PRJNA432054,SAMN08431344,193074302,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625264,GSM2968822,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968822,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637578,E12.5,RNA-Seq,100,114079800,PRJNA432054,SAMN08431343,79347557,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625265,GSM2968823,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968823,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637579,E12.5,RNA-Seq,100,96972200,PRJNA432054,SAMN08431342,67727889,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625266,GSM2968824,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968824,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637580,E12.5,RNA-Seq,100,68941800,PRJNA432054,SAMN08431341,48807185,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625267,GSM2968825,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968825,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637581,E12.5,RNA-Seq,100,77836700,PRJNA432054,SAMN08431340,54426024,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625268,GSM2968826,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968826,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637582,E12.5,RNA-Seq,100,163445000,PRJNA432054,SAMN08431339,114693398,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625269,GSM2968827,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968827,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637583,E12.5,RNA-Seq,100,423851900,PRJNA432054,SAMN08431338,292665269,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625270,GSM2968828,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968828,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637584,E12.5,RNA-Seq,100,210195000,PRJNA432054,SAMN08431337,148319281,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625271,GSM2968829,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968829,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637585,E12.5,RNA-Seq,100,413547200,PRJNA432054,SAMN08431336,289090995,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625272,GSM2968830,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968830,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637586,E12.5,RNA-Seq,100,21265800,PRJNA432054,SAMN08431335,16453663,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625273,GSM2968831,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968831,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637587,E12.5,RNA-Seq,100,205731000,PRJNA432054,SAMN08431334,142458492,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625274,GSM2968832,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968832,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637588,E12.5,RNA-Seq,100,231298100,PRJNA432054,SAMN08431333,164555117,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625275,GSM2968833,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968833,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637589,E12.5,RNA-Seq,100,115612400,PRJNA432054,SAMN08431332,83476224,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625276,GSM2968834,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968834,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637590,E12.5,RNA-Seq,100,297443200,PRJNA432054,SAMN08431331,205945231,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625277,GSM2968835,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968835,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637591,E12.5,RNA-Seq,100,247367100,PRJNA432054,SAMN08431330,170482770,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625278,GSM2968836,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968836,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637592,E12.5,RNA-Seq,100,26802900,PRJNA432054,SAMN08431210,20663887,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625279,GSM2968837,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968837,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637593,E12.5,RNA-Seq,100,223209700,PRJNA432054,SAMN08431209,158670081,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625280,GSM2968838,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968838,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637594,E12.5,RNA-Seq,100,60652000,PRJNA432054,SAMN08431208,47846179,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625281,GSM2968839,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968839,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637595,E12.5,RNA-Seq,100,122365100,PRJNA432054,SAMN08431207,94117300,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625282,GSM2968840,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968840,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637596,E12.5,RNA-Seq,100,99812200,PRJNA432054,SAMN08431206,69722675,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625283,GSM2968841,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968841,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637597,E12.5,RNA-Seq,100,13775200,PRJNA432054,SAMN08431205,10651498,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625284,GSM2968842,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968842,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637598,E12.5,RNA-Seq,100,95387500,PRJNA432054,SAMN08431204,68803363,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625285,GSM2968843,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968843,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637599,E12.5,RNA-Seq,100,96009000,PRJNA432054,SAMN08431203,68639760,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625286,GSM2968844,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968844,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637600,E12.5,RNA-Seq,100,10661700,PRJNA432054,SAMN08431202,7485625,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625287,GSM2968845,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968845,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637601,E12.5,RNA-Seq,100,66445300,PRJNA432054,SAMN08431304,47789721,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625288,GSM2968846,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968846,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637602,E12.5,RNA-Seq,100,215730600,PRJNA432054,SAMN08431303,154298629,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625289,GSM2968847,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968847,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637603,E12.5,RNA-Seq,100,95329700,PRJNA432054,SAMN08431302,68720733,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625290,GSM2968848,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968848,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637604,E12.5,RNA-Seq,100,232055300,PRJNA432054,SAMN08431301,165239644,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625291,GSM2968849,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968849,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637605,E12.5,RNA-Seq,100,241726000,PRJNA432054,SAMN08431300,170760959,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625292,GSM2968850,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968850,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637606,E12.5,RNA-Seq,100,62073100,PRJNA432054,SAMN08431299,47423714,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625293,GSM2968851,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968851,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637607,E12.5,RNA-Seq,100,146213300,PRJNA432054,SAMN08431298,110482336,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625294,GSM2968852,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968852,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637608,E12.5,RNA-Seq,100,264279700,PRJNA432054,SAMN08431297,188520487,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625295,GSM2968853,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968853,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637609,E12.5,RNA-Seq,100,285544700,PRJNA432054,SAMN08431296,204481105,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625296,GSM2968854,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968854,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637610,E12.5,RNA-Seq,100,129432600,PRJNA432054,SAMN08431295,92788835,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625297,GSM2968855,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968855,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637611,E12.5,RNA-Seq,100,302415000,PRJNA432054,SAMN08431294,214599759,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625298,GSM2968856,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968856,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637612,E12.5,RNA-Seq,100,232961200,PRJNA432054,SAMN08431293,165236863,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625299,GSM2968857,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968857,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637613,E12.5,RNA-Seq,100,111560400,PRJNA432054,SAMN08431292,82578226,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625300,GSM2968858,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968858,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637614,E12.5,RNA-Seq,100,324025200,PRJNA432054,SAMN08431291,229933868,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625301,GSM2968859,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968859,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637615,E12.5,RNA-Seq,100,90316400,PRJNA432054,SAMN08431290,68488270,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625302,GSM2968860,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968860,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637616,E12.5,RNA-Seq,100,272550000,PRJNA432054,SAMN08431289,193014105,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625303,GSM2968861,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968861,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637617,E12.5,RNA-Seq,100,338994300,PRJNA432054,SAMN08431288,242684772,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625304,GSM2968862,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968862,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637618,E12.5,RNA-Seq,100,303860300,PRJNA432054,SAMN08431287,218073129,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625305,GSM2968863,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968863,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637619,E12.5,RNA-Seq,100,184136400,PRJNA432054,SAMN08431286,136844213,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625306,GSM2968864,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968864,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637620,E12.5,RNA-Seq,100,124503300,PRJNA432054,SAMN08431285,88741116,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625307,GSM2968865,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968865,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637621,E12.5,RNA-Seq,100,282757900,PRJNA432054,SAMN08431284,202932944,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625308,GSM2968866,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968866,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637622,E12.5,RNA-Seq,100,233550400,PRJNA432054,SAMN08431246,166773437,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625309,GSM2968867,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968867,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637623,E12.5,RNA-Seq,100,257235300,PRJNA432054,SAMN08431245,181687818,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625310,GSM2968868,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968868,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637624,E12.5,RNA-Seq,100,345297400,PRJNA432054,SAMN08431244,243880934,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625311,GSM2968869,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968869,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637625,E12.5,RNA-Seq,100,280781800,PRJNA432054,SAMN08431243,199348905,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625312,GSM2968870,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968870,Brain,SRP131682,CD1,"dMGE,Brain"
